"state_code";"state";"state_short";"municipality_code";"municipality";"municipality_noaccents";"region";"municipality_short";"state_municipality_short";"subreg";"id_region";"subregion"
"15";"BOYACÁ";"BOY";"15798";"TENZA";"TENZA";"Northeast";"TEN";"BOY_TEN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15804";"TIBANÁ";"TIBANA";"Northeast";"TIB";"BOY_TIB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15806";"TIBASOSA";"TIBASOSA";"Northeast";"TIB";"BOY_TIB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15810";"TIPACOQUE";"TIPACOQUE";"Northeast";"TIP";"BOY_TIP";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15814";"TOCA";"TOCA";"Northeast";"TOC";"BOY_TOC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15816";"TOGÜÍ";"TOGUI";"Northeast";"TOG";"BOY_TOG";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15822";"TOTA";"TOTA";"Northeast";"TOT";"BOY_TOT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15832";"TUNUNGUÁ";"TUNUNGUA";"Northeast";"TUN";"BOY_TUN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15835";"TURMEQUÉ";"TURMEQUE";"Northeast";"TUR";"BOY_TUR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15837";"TUTA";"TUTA";"Northeast";"TUT";"BOY_TUT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15839";"TUTAZÁ";"TUTAZA";"Northeast";"TUT";"BOY_TUT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15842";"ÚMBITA";"UMBITA";"Northeast";"UMB";"BOY_UMB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15861";"VENTAQUEMADA";"VENTAQUEMADA";"Northeast";"VEN";"BOY_VEN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15897";"ZETAQUIRA";"ZETAQUIRA";"Northeast";"ZET";"BOY_ZET";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"54";"NORTE DE SANTANDER";"NTS";"54001";"SAN JOSÉ DE CÚCUTA";"SAN JOSE DE CUCUTA";"Northeast";"SJC";"NTS_SJC";"AREA METROPOLITANA DE CUCUTA";"II";"II - AREA METROPOLITANA DE CUCUTA"
"54";"NORTE DE SANTANDER";"NTS";"54261";"EL ZULIA";"EL ZULIA";"Northeast";"EZ";"NTS_EZ";"AREA METROPOLITANA DE CUCUTA";"II";"II - AREA METROPOLITANA DE CUCUTA"
"54";"NORTE DE SANTANDER";"NTS";"54405";"LOS PATIOS";"LOS PATIOS";"Northeast";"LP";"NTS_LP";"AREA METROPOLITANA DE CUCUTA";"II";"II - AREA METROPOLITANA DE CUCUTA"
"54";"NORTE DE SANTANDER";"NTS";"54553";"PUERTO SANTANDER";"PUERTO SANTANDER";"Northeast";"PS";"NTS_PS";"AREA METROPOLITANA DE CUCUTA";"II";"II - AREA METROPOLITANA DE CUCUTA"
"54";"NORTE DE SANTANDER";"NTS";"54673";"SAN CAYETANO";"SAN CAYETANO";"Northeast";"SC";"NTS_SC";"AREA METROPOLITANA DE CUCUTA";"II";"II - AREA METROPOLITANA DE CUCUTA"
"54";"NORTE DE SANTANDER";"NTS";"54874";"VILLA DEL ROSARIO";"VILLA DEL ROSARIO";"Northeast";"VR";"NTS_VR";"AREA METROPOLITANA DE CUCUTA";"II";"II - AREA METROPOLITANA DE CUCUTA"
"54";"NORTE DE SANTANDER";"NTS";"54109";"BUCARASICA";"BUCARASICA";"Northeast";"BUC";"NTS_BUC";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54206";"CONVENCIÓN";"CONVENCION";"Northeast";"CON";"NTS_CON";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54245";"EL CARMEN";"EL CARMEN";"Northeast";"EC";"NTS_EC";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54250";"EL TARRA";"EL TARRA";"Northeast";"ET";"NTS_ET";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54344";"HACARÍ";"HACARI";"Northeast";"HAC";"NTS_HAC";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54398";"LA PLAYA";"LA PLAYA";"Northeast";"LP";"NTS_LP";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54498";"OCAÑA";"OCANA";"Northeast";"OCA";"NTS_OCA";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54670";"SAN CALIXTO";"SAN CALIXTO";"Northeast";"SC";"NTS_SC";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54720";"SARDINATA";"SARDINATA";"Northeast";"SAR";"NTS_SAR";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54800";"TEORAMA";"TEORAMA";"Northeast";"TEO";"NTS_TEO";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54810";"TIBÚ";"TIBU";"Northeast";"TIB";"NTS_TIB";"CATATUMBO";"II";"II - CATATUMBO"
"54";"NORTE DE SANTANDER";"NTS";"54051";"ARBOLEDAS";"ARBOLEDAS";"Northeast";"ARB";"NTS_ARB";"CENTRO DE NORTE DE SANTANDER";"II";"II - CENTRO DE NORTE DE SANTANDER"
"54";"NORTE DE SANTANDER";"NTS";"54223";"CUCUTILLA";"CUCUTILLA";"Northeast";"CUC";"NTS_CUC";"CENTRO DE NORTE DE SANTANDER";"II";"II - CENTRO DE NORTE DE SANTANDER"
"81";"ARAUCA";"ARA";"81001";"ARAUCA";"ARAUCA";"Northeast";"ARA";"ARA_ARA";"LLANOS ORIENTALES";"II";"II - LLANOS ORIENTALES"
"81";"ARAUCA";"ARA";"81220";"CRAVO NORTE";"CRAVO NORTE";"Northeast";"CN";"ARA_CN";"LLANOS ORIENTALES";"II";"II - LLANOS ORIENTALES"
"81";"ARAUCA";"ARA";"81591";"PUERTO RONDÓN";"PUERTO RONDON";"Northeast";"PR";"ARA_PR";"LLANOS ORIENTALES";"II";"II - LLANOS ORIENTALES"
"15";"BOYACÁ";"BOY";"15572";"PUERTO BOYACÁ";"PUERTO BOYACA";"Northeast";"PB";"BOY_PB";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68081";"BARRANCABERMEJA";"BARRANCABERMEJA";"Northeast";"BAR";"SAN_BAR";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68092";"BETULIA";"BETULIA";"Northeast";"BET";"SAN_BET";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68101";"BOLÍVAR";"BOLIVAR";"Northeast";"BOL";"SAN_BOL";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68190";"CIMITARRA";"CIMITARRA";"Northeast";"CIM";"SAN_CIM";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68235";"EL CARMEN DE CHUCURÍ";"EL CARMEN DE CHUCURI";"Northeast";"ECC";"SAN_ECC";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68250";"EL PEÑÓN";"EL PENON";"Northeast";"EP";"SAN_EP";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68385";"LANDÁZURI";"LANDAZURI";"Northeast";"LAN";"SAN_LAN";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68573";"PUERTO PARRA";"PUERTO PARRA";"Northeast";"PP";"SAN_PP";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68575";"PUERTO WILCHES";"PUERTO WILCHES";"Northeast";"PW";"SAN_PW";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68615";"RIONEGRO";"RIONEGRO";"Northeast";"RIO";"SAN_RIO";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68655";"SABANA DE TORRES";"SABANA DE TORRES";"Northeast";"ST";"SAN_ST";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68689";"SAN VICENTE DE CHUCURÍ";"SAN VICENTE DE CHUCURI";"Northeast";"SVC";"SAN_SVC";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68720";"SANTA HELENA DEL OPÓN";"SANTA HELENA DEL OPON";"Northeast";"SHO";"SAN_SHO";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"68";"SANTANDER";"SAN";"68745";"SIMACOTA";"SIMACOTA";"Northeast";"SIM";"SAN_SIM";"MAGDALENA MEDIO";"II";"II - MAGDALENA MEDIO"
"15";"BOYACÁ";"BOY";"15047";"AQUITANIA";"AQUITANIA";"Northeast";"AQU";"BOY_AQU";"ORIENTE DE BOYACA";"II";"II - ORIENTE DE BOYACA"
"15";"BOYACÁ";"BOY";"15135";"CAMPOHERMOSO";"CAMPOHERMOSO";"Northeast";"CAM";"BOY_CAM";"ORIENTE DE BOYACA";"II";"II - ORIENTE DE BOYACA"
"15";"BOYACÁ";"BOY";"15377";"LABRANZAGRANDE";"LABRANZAGRANDE";"Northeast";"LAB";"BOY_LAB";"ORIENTE DE BOYACA";"II";"II - ORIENTE DE BOYACA"
"15";"BOYACÁ";"BOY";"15514";"PÁEZ";"PAEZ";"Northeast";"PAE";"BOY_PAE";"ORIENTE DE BOYACA";"II";"II - ORIENTE DE BOYACA"
"15";"BOYACÁ";"BOY";"15518";"PAJARITO";"PAJARITO";"Northeast";"PAJ";"BOY_PAJ";"ORIENTE DE BOYACA";"II";"II - ORIENTE DE BOYACA"
"15";"BOYACÁ";"BOY";"15667";"SAN LUIS DE GACENO";"SAN LUIS DE GACENO";"Northeast";"SLG";"BOY_SLG";"ORIENTE DE BOYACA";"II";"II - ORIENTE DE BOYACA"
"68";"SANTANDER";"SAN";"68209";"CONFINES";"CONFINES";"Northeast";"CON";"SAN_CON";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68298";"GÁMBITA";"GAMBITA";"Northeast";"GAM";"SAN_GAM";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68320";"GUADALUPE";"GUADALUPE";"Northeast";"GUA";"SAN_GUA";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68322";"GUAPOTÁ";"GUAPOTA";"Northeast";"GUA";"SAN_GUA";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68500";"OIBA";"OIBA";"Northeast";"OIB";"SAN_OIB";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68524";"PALMAS DEL SOCORRO";"PALMAS DEL SOCORRO";"Northeast";"PS";"SAN_PS";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68755";"SOCORRO";"SOCORRO";"Northeast";"SOC";"SAN_SOC";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68770";"SUAITA";"SUAITA";"Northeast";"SUA";"SAN_SUA";"PROVINCIA COMUNERA";"II";"II - PROVINCIA COMUNERA"
"68";"SANTANDER";"SAN";"68147";"CAPITANEJO";"CAPITANEJO";"Northeast";"CAP";"SAN_CAP";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68152";"CARCASÍ";"CARCASI";"Northeast";"CAR";"SAN_CAR";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68162";"CERRITO";"CERRITO";"Northeast";"CER";"SAN_CER";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68207";"CONCEPCIÓN";"CONCEPCION";"Northeast";"CON";"SAN_CON";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68266";"ENCISO";"ENCISO";"Northeast";"ENC";"SAN_ENC";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68318";"GUACA";"GUACA";"Northeast";"GUA";"SAN_GUA";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68425";"MACARAVITA";"MACARAVITA";"Northeast";"MAC";"SAN_MAC";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68432";"MÁLAGA";"MALAGA";"Northeast";"MAL";"SAN_MAL";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68468";"MOLAGAVITA";"MOLAGAVITA";"Northeast";"MOL";"SAN_MOL";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68669";"SAN ANDRÉS";"SAN ANDRES";"Northeast";"SA";"SAN_SA";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68684";"SAN JOSÉ DE MIRANDA";"SAN JOSE DE MIRANDA";"Northeast";"SJM";"SAN_SJM";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68686";"SAN MIGUEL";"SAN MIGUEL";"Northeast";"SM";"SAN_SM";"PROVINCIA DE GARCIA ROVIRA";"II";"II - PROVINCIA DE GARCIA ROVIRA"
"68";"SANTANDER";"SAN";"68051";"ARATOCA";"ARATOCA";"Northeast";"ARA";"SAN_ARA";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68079";"BARICHARA";"BARICHARA";"Northeast";"BAR";"SAN_BAR";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68121";"CABRERA";"CABRERA";"Northeast";"CAB";"SAN_CAB";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68160";"CEPITÁ";"CEPITA";"Northeast";"CEP";"SAN_CEP";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68167";"CHARALÁ";"CHARALA";"Northeast";"CHA";"SAN_CHA";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68217";"COROMORO";"COROMORO";"Northeast";"COR";"SAN_COR";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68229";"CURITÍ";"CURITI";"Northeast";"CUR";"SAN_CUR";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68264";"ENCINO";"ENCINO";"Northeast";"ENC";"SAN_ENC";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68370";"JORDÁN";"JORDAN";"Northeast";"JOR";"SAN_JOR";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68464";"MOGOTES";"MOGOTES";"Northeast";"MOG";"SAN_MOG";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68498";"OCAMONTE";"OCAMONTE";"Northeast";"OCA";"SAN_OCA";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68502";"ONZAGA";"ONZAGA";"Northeast";"ONZ";"SAN_ONZ";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68533";"PÁRAMO";"PARAMO";"Northeast";"PAR";"SAN_PAR";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68549";"PINCHOTE";"PINCHOTE";"Northeast";"PIN";"SAN_PIN";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68679";"SAN GIL";"SAN GIL";"Northeast";"SG";"SAN_SG";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68682";"SAN JOAQUÍN";"SAN JOAQUIN";"Northeast";"SJ";"SAN_SJ";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"68";"SANTANDER";"SAN";"68855";"VALLE DE SAN JOSÉ";"VALLE DE SAN JOSE";"Northeast";"VSJ";"SAN_VSJ";"PROVINCIA DE GUANENTA";"II";"II - PROVINCIA DE GUANENTA"
"54";"NORTE DE SANTANDER";"NTS";"54003";"ÁBREGO";"ABREGO";"Northeast";"ABR";"NTS_ABR";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54128";"CÁCHIRA";"CACHIRA";"Northeast";"CAC";"NTS_CAC";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54239";"DURANIA";"DURANIA";"Northeast";"DUR";"NTS_DUR";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54313";"GRAMALOTE";"GRAMALOTE";"Northeast";"GRA";"NTS_GRA";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54385";"LA ESPERANZA";"LA ESPERANZA";"Northeast";"LE";"NTS_LE";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54418";"LOURDES";"LOURDES";"Northeast";"LOU";"NTS_LOU";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54660";"SALAZAR";"SALAZAR";"Northeast";"SAL";"NTS_SAL";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54680";"SANTIAGO";"SANTIAGO";"Northeast";"SAN";"NTS_SAN";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"54";"NORTE DE SANTANDER";"NTS";"54871";"VILLA CARO";"VILLA CARO";"Northeast";"VC";"NTS_VC";"PROVINCIA DE RICAURTE";"II";"II - PROVINCIA DE RICAURTE"
"68";"SANTANDER";"SAN";"68001";"BUCARAMANGA";"BUCARAMANGA";"Northeast";"BUC";"SAN_BUC";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68132";"CALIFORNIA";"CALIFORNIA";"Northeast";"CAL";"SAN_CAL";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68169";"CHARTA";"CHARTA";"Northeast";"CHA";"SAN_CHA";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68255";"EL PLAYÓN";"EL PLAYON";"Northeast";"EP";"SAN_EP";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68276";"FLORIDABLANCA";"FLORIDABLANCA";"Northeast";"FLO";"SAN_FLO";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68307";"GIRÓN";"GIRON";"Northeast";"GIR";"SAN_GIR";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68406";"LEBRIJA";"LEBRIJA";"Northeast";"LEB";"SAN_LEB";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68418";"LOS SANTOS";"LOS SANTOS";"Northeast";"LS";"SAN_LS";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68444";"MATANZA";"MATANZA";"Northeast";"MAT";"SAN_MAT";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68547";"PIEDECUESTA";"PIEDECUESTA";"Northeast";"PIE";"SAN_PIE";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68705";"SANTA BÁRBARA";"SANTA BARBARA";"Northeast";"SB";"SAN_SB";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68780";"SURATÁ";"SURATA";"Northeast";"SUR";"SAN_SUR";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68820";"TONA";"TONA";"Northeast";"TON";"SAN_TON";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68867";"VETAS";"VETAS";"Northeast";"VET";"SAN_VET";"PROVINCIA DE SOTO";"II";"II - PROVINCIA DE SOTO"
"68";"SANTANDER";"SAN";"68020";"ALBANIA";"ALBANIA";"Northeast";"ALB";"SAN_ALB";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68077";"BARBOSA";"BARBOSA";"Northeast";"BAR";"SAN_BAR";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68179";"CHIPATÁ";"CHIPATA";"Northeast";"CHI";"SAN_CHI";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68271";"FLORIÁN";"FLORIAN";"Northeast";"FLO";"SAN_FLO";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68324";"GUAVATÁ";"GUAVATA";"Northeast";"GUA";"SAN_GUA";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68327";"GÜEPSA";"GUEPSA";"Northeast";"GUE";"SAN_GUE";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68368";"JESÚS MARÍA";"JESUS MARIA";"Northeast";"JM";"SAN_JM";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68377";"LA BELLEZA";"LA BELLEZA";"Northeast";"LB";"SAN_LB";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68397";"LA PAZ";"LA PAZ";"Northeast";"LP";"SAN_LP";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68572";"PUENTE NACIONAL";"PUENTE NACIONAL";"Northeast";"PN";"SAN_PN";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68673";"SAN BENITO";"SAN BENITO";"Northeast";"SB";"SAN_SB";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68773";"SUCRE";"SUCRE";"Northeast";"SUC";"SAN_SUC";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"68";"SANTANDER";"SAN";"68861";"VÉLEZ";"VELEZ";"Northeast";"VEL";"SAN_VEL";"PROVINCIA DE VELEZ";"II";"II - PROVINCIA DE VELEZ"
"81";"ARAUCA";"ARA";"81065";"ARAUQUITA";"ARAUQUITA";"Northeast";"ARA";"ARA_ARA";"SARARE";"II";"II - SARARE"
"81";"ARAUCA";"ARA";"81300";"FORTUL";"FORTUL";"Northeast";"FOR";"ARA_FOR";"SARARE";"II";"II - SARARE"
"81";"ARAUCA";"ARA";"81736";"SARAVENA";"SARAVENA";"Northeast";"SAR";"ARA_SAR";"SARARE";"II";"II - SARARE"
"81";"ARAUCA";"ARA";"81794";"TAME";"TAME";"Northeast";"TAM";"ARA_TAM";"SARARE";"II";"II - SARARE"
"68";"SANTANDER";"SAN";"68013";"AGUADA";"AGUADA";"Northeast";"AGU";"SAN_AGU";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"68";"SANTANDER";"SAN";"68176";"CHIMA";"CHIMA";"Northeast";"CHI";"SAN_CHI";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"68";"SANTANDER";"SAN";"68211";"CONTRATACIÓN";"CONTRATACION";"Northeast";"CON";"SAN_CON";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"68";"SANTANDER";"SAN";"68245";"EL GUACAMAYO";"EL GUACAMAYO";"Northeast";"EG";"SAN_EG";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"68";"SANTANDER";"SAN";"68296";"GALÁN";"GALAN";"Northeast";"GAL";"SAN_GAL";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"68";"SANTANDER";"SAN";"68344";"HATO";"HATO";"Northeast";"HAT";"SAN_HAT";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
"68";"SANTANDER";"SAN";"68522";"PALMAR";"PALMAR";"Northeast";"PAL";"SAN_PAL";"SERRANIA DE LOS YARIGUIES";"II";"II - SERRANIA DE LOS YARIGUIES"
