"state_code";"state";"state_short";"municipality_code";"municipality";"municipality_noaccents";"region";"municipality_short";"state_municipality_short";"subreg";"id_region";"subregion"
"44";"LA GUAJIRA";"LGJ";"44855";"URUMITA";"URUMITA";"Caribbean";"URU";"LGJ_URU";"SERRANIA DEL PERIJA";"I";"I - SERRANIA DEL PERIJA"
"44";"LA GUAJIRA";"LGJ";"44874";"VILLANUEVA";"VILLANUEVA";"Caribbean";"VIL";"LGJ_VIL";"SERRANIA DEL PERIJA";"I";"I - SERRANIA DEL PERIJA"
"20";"CESAR";"CES";"20001";"VALLEDUPAR";"VALLEDUPAR";"Caribbean";"VAL";"CES_VAL";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"20";"CESAR";"CES";"20060";"BOSCONIA";"BOSCONIA";"Caribbean";"BOS";"CES_BOS";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"20";"CESAR";"CES";"20238";"EL COPEY";"EL COPEY";"Caribbean";"EC";"CES_EC";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"20";"CESAR";"CES";"20570";"PUEBLO BELLO";"PUEBLO BELLO";"Caribbean";"PB";"CES_PB";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44001";"RIOHACHA";"RIOHACHA";"Caribbean";"RIO";"LGJ_RIO";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44078";"BARRANCAS";"BARRANCAS";"Caribbean";"BAR";"LGJ_BAR";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44090";"DIBULLA";"DIBULLA";"Caribbean";"DIB";"LGJ_DIB";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44098";"DISTRACCIÓN";"DISTRACCION";"Caribbean";"DIS";"LGJ_DIS";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44279";"FONSECA";"FONSECA";"Caribbean";"FON";"LGJ_FON";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44378";"HATONUEVO";"HATONUEVO";"Caribbean";"HAT";"LGJ_HAT";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"44";"LA GUAJIRA";"LGJ";"44650";"SAN JUAN DEL CESAR";"SAN JUAN DEL CESAR";"Caribbean";"SJC";"LGJ_SJC";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47001";"SANTA MARTA";"SANTA MARTA";"Caribbean";"SM";"MAG_SM";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47030";"ALGARROBO";"ALGARROBO";"Caribbean";"ALG";"MAG_ALG";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47053";"ARACATACA";"ARACATACA";"Caribbean";"ARA";"MAG_ARA";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47058";"ARIGUANÍ";"ARIGUANI";"Caribbean";"ARI";"MAG_ARI";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47189";"CIÉNAGA";"CIENAGA";"Caribbean";"CIE";"MAG_CIE";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47288";"FUNDACIÓN";"FUNDACION";"Caribbean";"FUN";"MAG_FUN";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"47";"MAGDALENA";"MAG";"47980";"ZONA BANANERA";"ZONA BANANERA";"Caribbean";"ZB";"MAG_ZB";"SIERRA NEVADA DE SANTA MARTA";"I";"I - SIERRA NEVADA DE SANTA MARTA"
"13";"BOLÍVAR";"BOL";"13030";"ALTOS DEL ROSARIO";"ALTOS DEL ROSARIO";"Caribbean";"AR";"BOL_AR";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13074";"BARRANCO DE LOBA";"BARRANCO DE LOBA";"Caribbean";"BL";"BOL_BL";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13188";"CICUCO";"CICUCO";"Caribbean";"CIC";"BOL_CIC";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13268";"EL PEÑÓN";"EL PENON";"Caribbean";"EP";"BOL_EP";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13300";"HATILLO DE LOBA";"HATILLO DE LOBA";"Caribbean";"HL";"BOL_HL";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13430";"MAGANGUÉ";"MAGANGUE";"Caribbean";"MAG";"BOL_MAG";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13440";"MARGARITA";"MARGARITA";"Caribbean";"MAR";"BOL_MAR";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13468";"SANTA CRUZ DE MOMPOX";"SANTA CRUZ DE MOMPOX";"Caribbean";"SCM";"BOL_SCM";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13549";"PINILLOS";"PINILLOS";"Caribbean";"PIN";"BOL_PIN";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13650";"SAN FERNANDO";"SAN FERNANDO";"Caribbean";"SF";"BOL_SF";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13667";"SAN MARTÍN DE LOBA";"SAN MARTIN DE LOBA";"Caribbean";"SML";"BOL_SML";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"13";"BOLÍVAR";"BOL";"13780";"TALAIGUA NUEVO";"TALAIGUA NUEVO";"Caribbean";"TN";"BOL_TN";"SUR DE BOLIVAR";"I";"I - SUR DE BOLIVAR"
"20";"CESAR";"CES";"20310";"GONZÁLEZ";"GONZALEZ";"Caribbean";"GON";"CES_GON";"SUR DE CESAR";"I";"I - SUR DE CESAR"
"20";"CESAR";"CES";"20517";"PAILITAS";"PAILITAS";"Caribbean";"PAI";"CES_PAI";"SUR DE CESAR";"I";"I - SUR DE CESAR"
"20";"CESAR";"CES";"20550";"PELAYA";"PELAYA";"Caribbean";"PEL";"CES_PEL";"SUR DE CESAR";"I";"I - SUR DE CESAR"
"20";"CESAR";"CES";"20614";"RÍO DE ORO";"RIO DE ORO";"Caribbean";"RO";"CES_RO";"SUR DE CESAR";"I";"I - SUR DE CESAR"
"20";"CESAR";"CES";"20787";"TAMALAMEQUE";"TAMALAMEQUE";"Caribbean";"TAM";"CES_TAM";"SUR DE CESAR";"I";"I - SUR DE CESAR"
"47";"MAGDALENA";"MAG";"47245";"EL BANCO";"EL BANCO";"Caribbean";"EB";"MAG_EB";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"47";"MAGDALENA";"MAG";"47318";"GUAMAL";"GUAMAL";"Caribbean";"GUA";"MAG_GUA";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"47";"MAGDALENA";"MAG";"47545";"PIJIÑO DEL CARMEN";"PIJINO DEL CARMEN";"Caribbean";"PC";"MAG_PC";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"47";"MAGDALENA";"MAG";"47692";"SAN SEBASTIÁN DE BUENAVISTA";"SAN SEBASTIAN DE BUENAVISTA";"Caribbean";"SSB";"MAG_SSB";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"47";"MAGDALENA";"MAG";"47703";"SAN ZENÓN";"SAN ZENON";"Caribbean";"SZ";"MAG_SZ";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"47";"MAGDALENA";"MAG";"47707";"SANTA ANA";"SANTA ANA";"Caribbean";"SA";"MAG_SA";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"47";"MAGDALENA";"MAG";"47720";"SANTA BÁRBARA DE PINTO";"SANTA BARBARA DE PINTO";"Caribbean";"SBP";"MAG_SBP";"SUR DE MAGDALENA";"I";"I - SUR DE MAGDALENA"
"15";"BOYACÁ";"BOY";"15001";"TUNJA";"TUNJA";"Northeast";"TUN";"BOY_TUN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15022";"ALMEIDA";"ALMEIDA";"Northeast";"ALM";"BOY_ALM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15051";"ARCABUCO";"ARCABUCO";"Northeast";"ARC";"BOY_ARC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15087";"BELÉN";"BELEN";"Northeast";"BEL";"BOY_BEL";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15090";"BERBEO";"BERBEO";"Northeast";"BER";"BOY_BER";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15097";"BOAVITA";"BOAVITA";"Northeast";"BOA";"BOY_BOA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15104";"BOYACÁ";"BOYACA";"Northeast";"BOY";"BOY_BOY";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15106";"BRICEÑO";"BRICENO";"Northeast";"BRI";"BOY_BRI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15109";"BUENAVISTA";"BUENAVISTA";"Northeast";"BUE";"BOY_BUE";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15131";"CALDAS";"CALDAS";"Northeast";"CAL";"BOY_CAL";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15172";"CHINAVITA";"CHINAVITA";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15176";"CHIQUINQUIRÁ";"CHIQUINQUIRA";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15180";"CHISCAS";"CHISCAS";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15183";"CHITA";"CHITA";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15185";"CHITARAQUE";"CHITARAQUE";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15187";"CHIVATÁ";"CHIVATA";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15204";"CÓMBITA";"COMBITA";"Northeast";"COM";"BOY_COM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15212";"COPER";"COPER";"Northeast";"COP";"BOY_COP";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15215";"CORRALES";"CORRALES";"Northeast";"COR";"BOY_COR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15218";"COVARACHÍA";"COVARACHIA";"Northeast";"COV";"BOY_COV";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15223";"CUBARÁ";"CUBARA";"Northeast";"CUB";"BOY_CUB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15226";"CUÍTIVA";"CUITIVA";"Northeast";"CUI";"BOY_CUI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15232";"CHÍQUIZA";"CHIQUIZA";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15236";"CHIVOR";"CHIVOR";"Northeast";"CHI";"BOY_CHI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15238";"DUITAMA";"DUITAMA";"Northeast";"DUI";"BOY_DUI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15244";"EL COCUY";"EL COCUY";"Northeast";"EC";"BOY_EC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15248";"EL ESPINO";"EL ESPINO";"Northeast";"EE";"BOY_EE";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15272";"FIRAVITOBA";"FIRAVITOBA";"Northeast";"FIR";"BOY_FIR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15276";"FLORESTA";"FLORESTA";"Northeast";"FLO";"BOY_FLO";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15296";"GÁMEZA";"GAMEZA";"Northeast";"GAM";"BOY_GAM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15299";"GARAGOA";"GARAGOA";"Northeast";"GAR";"BOY_GAR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15317";"GUACAMAYAS";"GUACAMAYAS";"Northeast";"GUA";"BOY_GUA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15322";"GUATEQUE";"GUATEQUE";"Northeast";"GUA";"BOY_GUA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15325";"GUAYATÁ";"GUAYATA";"Northeast";"GUA";"BOY_GUA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15332";"GÜICÁN DE LA SIERRA";"GUICAN DE LA SIERRA";"Northeast";"GS";"BOY_GS";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15362";"IZA";"IZA";"Northeast";"IZA";"BOY_IZA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15367";"JENESANO";"JENESANO";"Northeast";"JEN";"BOY_JEN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15368";"JERICÓ";"JERICO";"Northeast";"JER";"BOY_JER";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15380";"LA CAPILLA";"LA CAPILLA";"Northeast";"LC";"BOY_LC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15401";"LA VICTORIA";"LA VICTORIA";"Northeast";"LV";"BOY_LV";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15403";"LA UVITA";"LA UVITA";"Northeast";"LU";"BOY_LU";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15407";"VILLA DE LEYVA";"VILLA DE LEYVA";"Northeast";"VL";"BOY_VL";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15425";"MACANAL";"MACANAL";"Northeast";"MAC";"BOY_MAC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15442";"MARIPÍ";"MARIPI";"Northeast";"MAR";"BOY_MAR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15455";"MIRAFLORES";"MIRAFLORES";"Northeast";"MIR";"BOY_MIR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15464";"MONGUA";"MONGUA";"Northeast";"MON";"BOY_MON";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15469";"MONIQUIRÁ";"MONIQUIRA";"Northeast";"MON";"BOY_MON";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15480";"MUZO";"MUZO";"Northeast";"MUZ";"BOY_MUZ";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15491";"NOBSA";"NOBSA";"Northeast";"NOB";"BOY_NOB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15494";"NUEVO COLÓN";"NUEVO COLON";"Northeast";"NC";"BOY_NC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15500";"OICATÁ";"OICATA";"Northeast";"OIC";"BOY_OIC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15507";"OTANCHE";"OTANCHE";"Northeast";"OTA";"BOY_OTA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15511";"PACHAVITA";"PACHAVITA";"Northeast";"PAC";"BOY_PAC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15516";"PAIPA";"PAIPA";"Northeast";"PAI";"BOY_PAI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15522";"PANQUEBA";"PANQUEBA";"Northeast";"PAN";"BOY_PAN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15531";"PAUNA";"PAUNA";"Northeast";"PAU";"BOY_PAU";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15533";"PAYA";"PAYA";"Northeast";"PAY";"BOY_PAY";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15537";"PAZ DE RÍO";"PAZ DE RIO";"Northeast";"PR";"BOY_PR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15542";"PESCA";"PESCA";"Northeast";"PES";"BOY_PES";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15550";"PISBA";"PISBA";"Northeast";"PIS";"BOY_PIS";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15580";"QUÍPAMA";"QUIPAMA";"Northeast";"QUI";"BOY_QUI";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15599";"RAMIRIQUÍ";"RAMIRIQUI";"Northeast";"RAM";"BOY_RAM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15600";"RÁQUIRA";"RAQUIRA";"Northeast";"RAQ";"BOY_RAQ";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15632";"SABOYÁ";"SABOYA";"Northeast";"SAB";"BOY_SAB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15646";"SAMACÁ";"SAMACA";"Northeast";"SAM";"BOY_SAM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15660";"SAN EDUARDO";"SAN EDUARDO";"Northeast";"SE";"BOY_SE";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15664";"SAN JOSÉ DE PARE";"SAN JOSE DE PARE";"Northeast";"SJP";"BOY_SJP";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15673";"SAN MATEO";"SAN MATEO";"Northeast";"SM";"BOY_SM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15681";"SAN PABLO DE BORBUR";"SAN PABLO DE BORBUR";"Northeast";"SPB";"BOY_SPB";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15686";"SANTANA";"SANTANA";"Northeast";"SAN";"BOY_SAN";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15690";"SANTA MARÍA";"SANTA MARIA";"Northeast";"SM";"BOY_SM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15693";"SANTA ROSA DE VITERBO";"SANTA ROSA DE VITERBO";"Northeast";"SRV";"BOY_SRV";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15696";"SANTA SOFÍA";"SANTA SOFIA";"Northeast";"SS";"BOY_SS";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15720";"SATIVANORTE";"SATIVANORTE";"Northeast";"SAT";"BOY_SAT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15740";"SIACHOQUE";"SIACHOQUE";"Northeast";"SIA";"BOY_SIA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15753";"SOATÁ";"SOATA";"Northeast";"SOA";"BOY_SOA";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15755";"SOCOTÁ";"SOCOTA";"Northeast";"SOC";"BOY_SOC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15757";"SOCHA";"SOCHA";"Northeast";"SOC";"BOY_SOC";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15759";"SOGAMOSO";"SOGAMOSO";"Northeast";"SOG";"BOY_SOG";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15761";"SOMONDOCO";"SOMONDOCO";"Northeast";"SOM";"BOY_SOM";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15762";"SORA";"SORA";"Northeast";"SOR";"BOY_SOR";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15763";"SOTAQUIRÁ";"SOTAQUIRA";"Northeast";"SOT";"BOY_SOT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15774";"SUSACÓN";"SUSACON";"Northeast";"SUS";"BOY_SUS";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15776";"SUTAMARCHÁN";"SUTAMARCHAN";"Northeast";"SUT";"BOY_SUT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15778";"SUTATENZA";"SUTATENZA";"Northeast";"SUT";"BOY_SUT";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
"15";"BOYACÁ";"BOY";"15790";"TASCO";"TASCO";"Northeast";"TAS";"BOY_TAS";"ALTIPLANO CUNDIBOYACENSE";"II";"II - ALTIPLANO CUNDIBOYACENSE"
